                               c.ID                             c.Name                           c.Salary                           c.Nation                            c.Group                            c.Email                     c.RegisterDate                               e.ID                       e.CustomerID                         e.Nickname                        e.BirthDate                           e.CityID                              ci.ID                         ci.stateID                            ci.Name                      ci.Population                               s.ID                             s.Name                       s.Population                              s.GDP
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2698                              29944                            Kenneth                         2012-09-31                                318                                318                                 39                            Gaffney                             153561                                 39                      SouthCarolina                            5148527                             413842
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2699                               8963                             Archie                         2012-01-25                                537                                537                                 39                             Sumter                              93926                                 39                      SouthCarolina                            5148527                             413842
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2700                               5015                            Matthew                         2012-04-20                                873                                873                                  0                          Andalusia                             217969                                  0                            Alabama                            4903185                             594835
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2701                              20136                              Elena                         2012-09-31                                399                                399                                 26                           Hastings                             192067                                 26                           Nebraska                            1068542                             120140
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2702                              14833                             Tracie                         2012-04-20                                 11                                 11                                  5                             Aurora                             125345                                  5                           Colorado                            5758736                             370364
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2703                              13053                                Bob                         2012-06-24                                699                                699                                 17                             Bastrp                             214380                                 17                          Louisiana                            4648794                             277634
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2704                              18292                              Keith                         2012-12-27                                374                                374                                  1                          Fairbanks                             156563                                  1                             Alaska                             731545                             194665
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2705                              13732                             Marcus                         2012-09-31                                830                                830                                 45                            Bristol                             237915                                 45                           Virginia                            8535247                             309225
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2706                              24707                             Spring                         2012-12-27                                839                                839                                 14                               Ames                              48954                                 14                               Iowa                            3155070                             325710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2707                               7991                            Matthew                         2012-06-24                                965                                965                                 16                            Ashland                             217318                                 16                           Kentucky                            4467673                             582328
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2708                              18723                            Colette                         2012-01-25                                334                                334                                 48                          Sheboygan                              21219                                 48                          Wisconsin                            5822434                             960571
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2710                              29984                            William                         2012-04-20                                934                                934                                 33                           Wahpeton                             114369                                 33                        NorthDakota                             762062                             586738
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2711                              29677                            Tiffany                         2012-06-24                                515                                515                                  8                             Bartow                             134992                                  8                            Florida                           21477737                             742355
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2712                              26193                            Jillian                         2012-12-27                                179                                179                                 21                             Austin                              73860                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2713                               3793                              Avery                         2012-01-25                                191                                191                                 35                                Ada                             121527                                 35                           Oklahoma                            3956984                             559557
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2714                              14872                            Barbara                         2012-12-27                                221                                221                                 21                             Adrian                             237419                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2716                               4476                            Randall                         2012-06-24                                931                                931                                  3                             Benton                             203055                                  3                           Arkansas                            3017804                             454302
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2717                               9716                              Ginny                         2012-04-20                                904                                904                                 19                             Towson                             244684                                 19                           Maryland                            6045680                             361809
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2718                               8437                             Arnold                         2012-06-24                                179                                179                                 21                             Austin                              73860                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2719                               2975                              Erika                         2012-09-31                                841                                841                                  8                            Orlando                             131902                                  8                            Florida                           21477737                             742355
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2720                              24574                              James                         2012-01-25                                873                                873                                  0                          Andalusia                             217969                                  0                            Alabama                            4903185                             594835
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2721                               7448                             Ashley                         2012-04-20                                829                                829                                 29                         Bloomfield                             213805                                 29                          NewJersey                            8882190                             706403
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2722                               5442                              Aaron                         2012-01-25                                333                                333                                 30                         Farmington                             168385                                 30                          NewMexico                            2096829                             903087
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2723                              13930                              Leroy                         2012-12-27                                805                                805                                 17                         Alexandria                             161438                                 17                          Louisiana                            4648794                             277634
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2724                              14516                               Judy                         2012-06-24                                177                                177                                  0                             Atmore                             131725                                  0                            Alabama                            4903185                             594835
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2725                               4225                           Clifford                         2012-12-27                                 70                                 70                                 16                           Danville                              81729                                 16                           Kentucky                            4467673                             582328
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2726                              15064                               Lela                         2012-04-20                                757                                757                                  7                              Lewes                             208910                                  7                           Delaware                             973764                             571106
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2727                              11076                               Herb                         2012-04-20                                934                                934                                 33                           Wahpeton                             114369                                 33                        NorthDakota                             762062                             586738
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2728                              19873                           Marjorie                         2012-01-25                                397                                397                                 27                         Winnemucca                             241873                                 27                             Nevada                            3080156                             930189
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2729                              29893                               Alma                         2012-04-20                                617                                617                                 47                               Bath                              66015                                 47                       WestVirginia                            1792147                             685638
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2730                              12965                              Hazel                         2012-12-27                                168                                168                                 28                            Lebanon                             223353                                 28                       NewHampshire                            1359711                             160840
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2731                              13142                             Angela                         2012-04-20                                903                                903                                 33                          Williston                              59392                                 33                        NorthDakota                             762062                             586738
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2732                              29918                               John                         2012-06-24                                411                                411                                 30                            Roswell                              34874                                 30                          NewMexico                            2096829                             903087
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2733                              15989                              Wayne                         2012-06-24                                711                                711                                 21                               Alma                             182121                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2734                               9697                           Michelle                         2012-01-25                                965                                965                                 16                            Ashland                             217318                                 16                           Kentucky                            4467673                             582328
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2735                              23489                              Sarah                         2012-04-20                                753                                753                                  3                         Batesville                             232567                                  3                           Arkansas                            3017804                             454302
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2736                              10040                               Kyle                         2012-04-20                                594                                594                                 27                                Ely                             224130                                 27                             Nevada                            3080156                             930189
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2737                              20357                            Charles                         2012-01-25                                822                                822                                 41                          Tullahoma                              54927                                 41                          Tennessee                            6829174                             124653
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2738                              19179                             Robert                         2012-01-25                                604                                604                                 12                             Canton                              58022                                 12                           Illinois                           12671821                             812526
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2739                               6220                               Fred                         2012-04-20                                875                                875                                  4                            Alameda                             107663                                  4                         California                           39512223                             583924
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2740                              24245                              Windy                         2012-09-31                                833                                833                                 14                              Boone                              57122                                 14                               Iowa                            3155070                             325710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2741                              21463                               Jung                         2012-12-27                                589                                589                                 49                            Buffalo                             163867                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2742                              26599                              David                         2012-12-27                                720                                720                                 11                          IdahoCity                             226466                                 11                              Idaho                            1787065                             656710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2743                               9509                               Juan                         2012-04-20                                634                                634                                 23                        Warrensburg                              28959                                 23                        Mississippi                            2976149                             283139
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2744                              19169                             Efrain                         2012-12-27                                306                                306                                 28                              Keene                             122716                                 28                       NewHampshire                            1359711                             160840
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2745                               6207                              Misty                         2012-04-20                                 67                                 67                                  3                             Camden                              79372                                  3                           Arkansas                            3017804                             454302
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2746                              22222                           Jeanette                         2012-04-20                                964                                964                                  2                            Clifton                              86993                                  2                            Arizona                            7278717                             918409
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2747                              24335                               Kirk                         2012-04-20                                839                                839                                 14                               Ames                              48954                                 14                               Iowa                            3155070                             325710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2748                               5259                               John                         2012-06-24                                805                                805                                 17                         Alexandria                             161438                                 17                          Louisiana                            4648794                             277634
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2749                              12503                             Robert                         2012-06-24                                759                                759                                  4                            Antioch                              24352                                  4                         California                           39512223                             583924
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2750                              24821                             Amanda                         2012-06-24                                970                                970                                 11                              Boise                             225745                                 11                              Idaho                            1787065                             656710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2751                              28183                             Andrew                         2012-12-27                                545                                545                                 44                             Sharon                             235101                                 44                            Vermont                             623658                             144686
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2752                              27836                              Danny                         2012-12-27                                754                                754                                 18                            Augusta                              66832                                 18                              Maine                            1344212                             634082
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2753                              24234                           Alphonso                         2012-12-27                                491                                491                                 21                             Warren                              80203                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2754                               7681                              James                         2012-04-20                                757                                757                                  7                              Lewes                             208910                                  7                           Delaware                             973764                             571106
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2755                              12895                              Anita                         2012-01-25                                589                                589                                 49                            Buffalo                             163867                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2756                              10912                              Torie                         2012-09-31                                589                                589                                 49                            Buffalo                             163867                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2757                              18407                            Cynthia                         2012-06-24                                762                                762                                 48                           Appleton                             146473                                 48                          Wisconsin                            5822434                             960571
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2758                               4294                              Carol                         2012-01-25                                482                                482                                 38                            Warwick                              41530                                 38                        RhodeIsland                            1053698                             674938
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2759                              18202                           Virginia                         2012-12-27                                995                                995                                 35                             Vinita                              33826                                 35                           Oklahoma                            3956984                             559557
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2760                              22765                               Carl                         2012-09-31                                601                                601                                 24                           Missoula                             160981                                 24                           Missouri                            1068778                             651086
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2761                              28475                              Marie                         2012-12-27                                489                                489                                 21                            Pontiac                             204976                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2762                              17767                             Dwayne                         2012-01-25                                395                                395                                  5                            Alamosa                              65029                                  5                           Colorado                            5758736                             370364
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2763                              20797                              James                         2012-06-24                                324                                324                                 39                              Union                             105609                                 39                      SouthCarolina                            5148527                             413842
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               2764                              16985                            Michael                         2012-04-20                                886                                886                                 36                            Ashland                              76033                                 36                             Oregon                            4217737                             500051
